#LIBRARY    ENDF/B-VIII.0
#REACTION   O-16(N,TOT),SIG
#NUCLEUS    O-16
#MF         3
#MT         1
#E,eV        Sig,b        Interpolation
 3.434E+06   3.10138      Lin-Lin
 3.43425E+06 3.10176      Lin-Lin
 3.435E+06   3.10289      Lin-Lin
 3.43578E+06 3.10825      Lin-Lin
 3.43588E+06 3.1089       Lin-Lin
 3.43594E+06 3.10935      Lin-Lin
 3.43598E+06 3.10969      Lin-Lin
 3.436E+06   3.10981      Lin-Lin
 3.43603E+06 3.11206      Lin-Lin
 3.43606E+06 3.11431      Lin-Lin
 3.43612E+06 3.11884      Lin-Lin
 3.43622E+06 3.12564      Lin-Lin
 3.43775E+06 3.23682      Lin-Lin
 3.43783E+06 3.24251      Lin-Lin
 3.43788E+06 3.24595      Lin-Lin
 3.43792E+06 3.25554      Lin-Lin
 3.43795E+06 3.26197      Lin-Lin
 3.43798E+06 3.26842      Lin-Lin
 3.438E+06   3.27166      Lin-Lin
 3.43801E+06 3.27696      Lin-Lin
 3.43804E+06 3.28758      Lin-Lin
 3.43806E+06 3.29822      Lin-Lin
 3.43809E+06 3.30889      Lin-Lin
 3.4381E+06  3.31423      Lin-Lin
 3.43811E+06 3.32238      Lin-Lin
 3.43814E+06 3.33868      Lin-Lin
 3.43816E+06 3.35501      Lin-Lin
 3.43818E+06 3.36319      Lin-Lin
 3.43819E+06 3.37439      Lin-Lin
 3.43821E+06 3.39683      Lin-Lin
 3.43824E+06 3.41931      Lin-Lin
 3.43825E+06 3.43056      Lin-Lin
 3.43826E+06 3.44586      Lin-Lin
 3.43829E+06 3.4765       Lin-Lin
 3.43831E+06 3.50718      Lin-Lin
 3.43832E+06 3.52254      Lin-Lin
 3.43834E+06 3.54245      Lin-Lin
 3.43836E+06 3.58231      Lin-Lin
 3.43838E+06 3.60227      Lin-Lin
 3.43839E+06 3.62682      Lin-Lin
 3.43841E+06 3.67598      Lin-Lin
 3.43842E+06 3.70059      Lin-Lin
 3.43844E+06 3.7306       Lin-Lin
 3.43846E+06 3.79065      Lin-Lin
 3.43848E+06 3.82071      Lin-Lin
 3.43849E+06 3.85693      Lin-Lin
 3.43851E+06 3.92943      Lin-Lin
 3.43852E+06 3.96571      Lin-Lin
 3.43854E+06 4.00878      Lin-Lin
 3.43856E+06 4.09495      Lin-Lin
 3.43858E+06 4.13807      Lin-Lin
 3.4386E+06  4.23752      Lin-Lin
 3.43862E+06 4.33713      Lin-Lin
 3.43865E+06 4.44756      Lin-Lin
 3.4387E+06  4.66845      Lin-Lin
 3.43874E+06 4.83403      Lin-Lin
 3.43875E+06 4.88912      Lin-Lin
 3.43876E+06 4.9391       Lin-Lin
 3.43879E+06 5.03887      Lin-Lin
 3.4388E+06  5.08865      Lin-Lin
 3.43881E+06 5.13097      Lin-Lin
 3.43884E+06 5.21538      Lin-Lin
 3.43886E+06 5.28293      Lin-Lin
 3.43888E+06 5.31659      Lin-Lin
 3.43889E+06 5.3405       Lin-Lin
 3.43891E+06 5.38217      Lin-Lin
 3.43891E+06 5.38809      Lin-Lin
 3.43892E+06 5.40078      Lin-Lin
 3.43895E+06 5.42598      Lin-Lin
 3.43898E+06 5.43117      Lin-Lin
 3.439E+06   5.41598      Lin-Lin
 3.43901E+06 5.40827      Lin-Lin
 3.43902E+06 5.38913      Lin-Lin
 3.43905E+06 5.35067      Lin-Lin
 3.43908E+06 5.29281      Lin-Lin
 3.43909E+06 5.26382      Lin-Lin
 3.43911E+06 5.18911      Lin-Lin
 3.43915E+06 5.07695      Lin-Lin
 3.4392E+06  4.91531      Lin-Lin
 3.43924E+06 4.79414      Lin-Lin
 3.43926E+06 4.71346      Lin-Lin
 3.43928E+06 4.67317      Lin-Lin
 3.43929E+06 4.63825      Lin-Lin
 3.43931E+06 4.5685       Lin-Lin
 3.43934E+06 4.49883      Lin-Lin
 3.43935E+06 4.46405      Lin-Lin
 3.43936E+06 4.43442      Lin-Lin
 3.43939E+06 4.37529      Lin-Lin
 3.4394E+06  4.34577      Lin-Lin
 3.43941E+06 4.32159      Lin-Lin
 3.43944E+06 4.27331      Lin-Lin
 3.43946E+06 4.2251       Lin-Lin
 3.43948E+06 4.20103      Lin-Lin
 3.43949E+06 4.18267      Lin-Lin
 3.43951E+06 4.14602      Lin-Lin
 3.43954E+06 4.10942      Lin-Lin
 3.43955E+06 4.09115      Lin-Lin
 3.43956E+06 4.07747      Lin-Lin
 3.43959E+06 4.05016      Lin-Lin
 3.43961E+06 4.02289      Lin-Lin
 3.43962E+06 4.00927      Lin-Lin
 3.43964E+06 3.99933      Lin-Lin
 3.43968E+06 3.96958      Lin-Lin
 3.4397E+06  3.94978      Lin-Lin
 3.43971E+06 3.94322      Lin-Lin
 3.43975E+06 3.9236       Lin-Lin
 3.43979E+06 3.90402      Lin-Lin
 3.4398E+06  3.89751      Lin-Lin
 3.43982E+06 3.89079      Lin-Lin
 3.43986E+06 3.88075      Lin-Lin
 3.4399E+06  3.87074      Lin-Lin
 3.43994E+06 3.86747      Lin-Lin
 3.43995E+06 3.86639      Lin-Lin
 3.43998E+06 3.86896      Lin-Lin
 3.44002E+06 3.87316      Lin-Lin
 3.44006E+06 3.87804      Lin-Lin
 3.44011E+06 3.8931       Lin-Lin
 3.44019E+06 3.91823      Lin-Lin
 3.44025E+06 3.93835      Lin-Lin
 3.44031E+06 3.96531      Lin-Lin
 3.44038E+06 3.99228      Lin-Lin
 3.44041E+06 4.00578      Lin-Lin
 3.44044E+06 4.02717      Lin-Lin
 3.44048E+06 4.05929      Lin-Lin
 3.4405E+06  4.06999      Lin-Lin
 3.44053E+06 4.10132      Lin-Lin
 3.44059E+06 4.15618      Lin-Lin
 3.44059E+06 4.16401      Lin-Lin
 3.44066E+06 4.24253      Lin-Lin
 3.44075E+06 4.36033      Lin-Lin
 3.44081E+06 4.44665      Lin-Lin
 3.44091E+06 4.57615      Lin-Lin
 3.44094E+06 4.61931      Lin-Lin
 3.44097E+06 4.66888      Lin-Lin
 3.441E+06   4.71842      Lin-Lin
 3.44103E+06 4.77518      Lin-Lin
 3.44112E+06 4.94539      Lin-Lin
 3.44112E+06 4.9454       Lin-Lin
 3.44131E+06 5.31431      Lin-Lin
 3.44134E+06 5.36753      Lin-Lin
 3.44141E+06 5.47393      Lin-Lin
 3.44141E+06 5.47393      Lin-Lin
 3.44145E+06 5.52626      Lin-Lin
 3.44147E+06 5.54368      Lin-Lin
 3.44151E+06 5.56301      Lin-Lin
 3.44152E+06 5.56687      Lin-Lin
 3.44153E+06 5.56864      Lin-Lin
 3.44156E+06 5.55872      Lin-Lin
 3.44159E+06 5.54879      Lin-Lin
 3.44162E+06 5.52054      Lin-Lin
 3.44169E+06 5.46401      Lin-Lin
 3.44172E+06 5.42602      Lin-Lin
 3.44188E+06 5.23609      Lin-Lin
 3.44191E+06 5.19097      Lin-Lin
 3.442E+06   5.05563      Lin-Lin
 3.44209E+06 4.88858      Lin-Lin
 3.44212E+06 4.8329       Lin-Lin
 3.44238E+06 4.34192      Lin-Lin
 3.44244E+06 4.23236      Lin-Lin
 3.44247E+06 4.17758      Lin-Lin
 3.4425E+06  4.13376      Lin-Lin
 3.44256E+06 4.04609      Lin-Lin
 3.44262E+06 3.97567      Lin-Lin
 3.44275E+06 3.85672      Lin-Lin
 3.44281E+06 3.79725      Lin-Lin
 3.44291E+06 3.71699      Lin-Lin
 3.44294E+06 3.69025      Lin-Lin
 3.443E+06   3.64485      Lin-Lin
 3.44309E+06 3.59236      Lin-Lin
 3.44312E+06 3.57487      Lin-Lin
 3.44325E+06 3.52216      Lin-Lin
 3.44338E+06 3.46945      Lin-Lin
 3.44344E+06 3.44717      Lin-Lin
 3.4435E+06  3.4249       Lin-Lin
 3.44356E+06 3.40956      Lin-Lin
 3.44375E+06 3.36357      Lin-Lin
 3.444E+06   3.31433      Lin-Lin
 3.44425E+06 3.28307      Lin-Lin
 3.4445E+06  3.25182      Lin-Lin
 3.44488E+06 3.22298      Lin-Lin
 3.445E+06   3.21337      Lin-Lin
 3.446E+06   3.16958      Lin-Lin
 3.447E+06   3.14601      Lin-Lin
 3.448E+06   3.13497      Lin-Lin
 3.4495E+06  3.11843      Lin-Lin
 3.45E+06    3.11706      Lin-Lin
 3.46E+06    3.08963      Lin-Lin
 3.46031E+06 3.08944      Lin-Lin
 3.48E+06    3.07758      Lin-Lin
 3.5E+06     3.07718      Lin-Lin
 3.52E+06    3.0849       Lin-Lin
 3.52469E+06 3.08671      Lin-Lin
 3.54E+06    3.09263      Lin-Lin
 3.56E+06    3.10038      Lin-Lin
 3.58E+06    3.10815      Lin-Lin
 3.59E+06    3.11205      Lin-Lin
 3.6E+06     3.11378      Lin-Lin
 3.62E+06    3.10655      Lin-Lin
 3.63E+06    3.10296      Lin-Lin
 3.633E+06   3.10189      Lin-Lin
 3.634E+06   3.10154      Lin-Lin
 3.636E+06   3.10085      Lin-Lin
 3.63788E+06 3.10026      Lin-Lin
 3.638E+06   3.10023      Lin-Lin
 3.63825E+06 3.10018      Lin-Lin
 3.63988E+06 3.09995      Lin-Lin
 3.63997E+06 3.09995      Lin-Lin
 3.64006E+06 3.09996      Lin-Lin
 3.64019E+06 3.10001      Lin-Lin
 3.64038E+06 3.1001       Lin-Lin
 3.64047E+06 3.10017      Lin-Lin
 3.64053E+06 3.10024      Lin-Lin
 3.64062E+06 3.10037      Lin-Lin
 3.64075E+06 3.10057      Lin-Lin
 3.64084E+06 3.10075      Lin-Lin
 3.64089E+06 3.10086      Lin-Lin
 3.64094E+06 3.10101      Lin-Lin
 3.64097E+06 3.10112      Lin-Lin
 3.641E+06   3.10126      Lin-Lin
 3.64103E+06 3.10142      Lin-Lin
 3.64108E+06 3.1017       Lin-Lin
 3.64112E+06 3.10202      Lin-Lin
 3.64119E+06 3.10248      Lin-Lin
 3.64123E+06 3.10286      Lin-Lin
 3.64127E+06 3.10314      Lin-Lin
 3.6413E+06  3.10345      Lin-Lin
 3.64132E+06 3.10373      Lin-Lin
 3.64134E+06 3.10407      Lin-Lin
 3.64136E+06 3.10434      Lin-Lin
 3.64138E+06 3.10464      Lin-Lin
 3.64139E+06 3.105        Lin-Lin
 3.64141E+06 3.10542      Lin-Lin
 3.64142E+06 3.10591      Lin-Lin
 3.64144E+06 3.10647      Lin-Lin
 3.64145E+06 3.10711      Lin-Lin
 3.64147E+06 3.10784      Lin-Lin
 3.64148E+06 3.10867      Lin-Lin
 3.6415E+06  3.10959      Lin-Lin
 3.64152E+06 3.11069      Lin-Lin
 3.64153E+06 3.11188      Lin-Lin
 3.64155E+06 3.11316      Lin-Lin
 3.64156E+06 3.11453      Lin-Lin
 3.64158E+06 3.11599      Lin-Lin
 3.6416E+06  3.11831      Lin-Lin
 3.64162E+06 3.12078      Lin-Lin
 3.64166E+06 3.12423      Lin-Lin
 3.6417E+06  3.12965      Lin-Lin
 3.6418E+06  3.14066      Lin-Lin
 3.64183E+06 3.14417      Lin-Lin
 3.64186E+06 3.14748      Lin-Lin
 3.64189E+06 3.15046      Lin-Lin
 3.64191E+06 3.15241      Lin-Lin
 3.64194E+06 3.15406      Lin-Lin
 3.64196E+06 3.15535      Lin-Lin
 3.64198E+06 3.15625      Lin-Lin
 3.642E+06   3.15657      Lin-Lin
 3.64201E+06 3.15669      Lin-Lin
 3.64202E+06 3.15671      Lin-Lin
 3.64204E+06 3.15652      Lin-Lin
 3.64206E+06 3.15592      Lin-Lin
 3.64209E+06 3.15498      Lin-Lin
 3.64211E+06 3.15372      Lin-Lin
 3.64214E+06 3.15167      Lin-Lin
 3.64217E+06 3.1493       Lin-Lin
 3.64222E+06 3.14537      Lin-Lin
 3.64234E+06 3.13432      Lin-Lin
 3.64239E+06 3.13034      Lin-Lin
 3.64242E+06 3.12784      Lin-Lin
 3.64245E+06 3.1255       Lin-Lin
 3.64248E+06 3.12335      Lin-Lin
 3.64251E+06 3.12187      Lin-Lin
 3.64253E+06 3.12051      Lin-Lin
 3.64255E+06 3.11927      Lin-Lin
 3.64258E+06 3.11812      Lin-Lin
 3.64261E+06 3.11674      Lin-Lin
 3.64264E+06 3.11548      Lin-Lin
 3.64269E+06 3.11376      Lin-Lin
 3.64275E+06 3.11162      Lin-Lin
 3.64281E+06 3.10958      Lin-Lin
 3.64286E+06 3.10811      Lin-Lin
 3.64289E+06 3.10719      Lin-Lin
 3.64292E+06 3.10633      Lin-Lin
 3.64295E+06 3.10574      Lin-Lin
 3.64297E+06 3.1052       Lin-Lin
 3.64299E+06 3.10472      Lin-Lin
 3.64302E+06 3.10429      Lin-Lin
 3.64304E+06 3.10392      Lin-Lin
 3.64306E+06 3.10361      Lin-Lin
 3.64309E+06 3.10335      Lin-Lin
 3.64311E+06 3.10313      Lin-Lin
 3.64312E+06 3.103        Lin-Lin
 3.64316E+06 3.10279      Lin-Lin
 3.64319E+06 3.10261      Lin-Lin
 3.64323E+06 3.10238      Lin-Lin
 3.64338E+06 3.10178      Lin-Lin
 3.64381E+06 3.09998      Lin-Lin
 3.64388E+06 3.09974      Lin-Lin
 3.64394E+06 3.09951      Lin-Lin
 3.64398E+06 3.09936      Lin-Lin
 3.64403E+06 3.09923      Lin-Lin
 3.64406E+06 3.09916      Lin-Lin
 3.64412E+06 3.09903      Lin-Lin
 3.64422E+06 3.09888      Lin-Lin
 3.64588E+06 3.09637      Lin-Lin
 3.646E+06   3.09619      Lin-Lin
 3.64619E+06 3.09595      Lin-Lin
 3.648E+06   3.09367      Lin-Lin
 3.65E+06    3.09123      Lin-Lin
 3.66031E+06 3.07879      Lin-Lin
 3.68E+06    3.05514      Lin-Lin
 3.7E+06     3.0312       Lin-Lin
 3.705E+06   3.02523      Lin-Lin
 3.71E+06    3.02182      Lin-Lin
 3.72E+06    3.02666      Lin-Lin
 3.72E+06    3.02666      Lin-Lin
 3.73E+06    3.05908      Lin-Lin
 3.74E+06    3.16332      Lin-Lin
 3.749E+06   3.43981      Lin-Lin
 3.751E+06   3.55544      Lin-Lin
 3.752E+06   3.63114      Lin-Lin
 3.753E+06   3.70684      Lin-Lin
 3.755E+06   3.90467      Lin-Lin
 3.757E+06   4.16204      Lin-Lin
 3.759E+06   4.49013      Lin-Lin
 3.761E+06   4.88746      Lin-Lin
 3.762E+06   5.10273      Lin-Lin
 3.763E+06   5.318        Lin-Lin
 3.765E+06   5.68751      Lin-Lin
 3.767E+06   5.85992      Lin-Lin
 3.769E+06   5.75052      Lin-Lin
 3.769E+06   5.75052      Lin-Lin
 3.771E+06   5.40852      Lin-Lin
 3.77125E+06 5.35382      Lin-Lin
 3.774E+06   4.75212      Lin-Lin
 3.775E+06   4.53864      Lin-Lin
 3.777E+06   4.17375      Lin-Lin
 3.779E+06   3.88147      Lin-Lin
 3.779E+06   3.88147      Lin-Lin
 3.781E+06   3.6527       Lin-Lin
 3.782E+06   3.56345      Lin-Lin
 3.783E+06   3.47421      Lin-Lin
 3.785E+06   3.33401      Lin-Lin
 3.785E+06   3.33401      Lin-Lin
 3.787E+06   3.22256      Lin-Lin
 3.789E+06   3.13275      Lin-Lin
 3.791E+06   3.05928      Lin-Lin
 3.793E+06   2.9983       Lin-Lin
 3.796E+06   2.92494      Lin-Lin
 3.799E+06   2.86551      Lin-Lin
 3.81E+06    2.72226      Lin-Lin
 3.82E+06    2.64027      Lin-Lin
 3.83E+06    2.57867      Lin-Lin
 3.84E+06    2.53047      Lin-Lin
 3.845E+06   2.50641      Lin-Lin
 3.85E+06    2.48701      Lin-Lin
 3.86E+06    2.44832      Lin-Lin
 3.86E+06    2.44832      Lin-Lin
 3.87E+06    2.41211      Lin-Lin
 3.88E+06    2.38306      Lin-Lin
 3.89E+06    2.35416      Lin-Lin
 3.9E+06     2.33137      Lin-Lin
 3.91E+06    2.30879      Lin-Lin
 3.92E+06    2.29314      Lin-Lin
 3.93E+06    2.27777      Lin-Lin
 3.94E+06    2.26272      Lin-Lin
 3.95E+06    2.24806      Lin-Lin
 3.955E+06   2.24097      Lin-Lin
 3.96E+06    2.23389      Lin-Lin
 3.97E+06    2.22033      Lin-Lin
 3.975E+06   2.21393      Lin-Lin
 3.98E+06    2.20319      Lin-Lin
 3.985E+06   2.19296      Lin-Lin
 3.99E+06    2.18048      Lin-Lin
 4E+06       2.1416       Lin-Lin
 4.01E+06    2.07908      Lin-Lin
 4.02E+06    1.98038      Lin-Lin
 4.03E+06    1.83562      Lin-Lin
 4.04E+06    1.65375      Lin-Lin
 4.05E+06    1.47435      Lin-Lin
 4.06E+06    1.34332      Lin-Lin
 4.06E+06    1.34332      Lin-Lin
 4.07E+06    1.2717       Lin-Lin
 4.08E+06    1.23913      Lin-Lin
 4.09E+06    1.22421      Lin-Lin
 4.095E+06   1.21828      Lin-Lin
 4.1E+06     1.21432      Lin-Lin
 4.105E+06   1.21215      Lin-Lin
 4.11E+06    1.21102      Lin-Lin
 4.11E+06    1.21102      Lin-Lin
 4.12E+06    1.22849      Lin-Lin
 4.12E+06    1.22849      Lin-Lin
 4.13E+06    1.28913      Lin-Lin
 4.14E+06    1.42388      Lin-Lin
 4.15E+06    1.64996      Lin-Lin
 4.16E+06    1.92793      Lin-Lin
 4.17E+06    2.15695      Lin-Lin
 4.18E+06    2.26082      Lin-Lin
 4.18E+06    2.26082      Lin-Lin
 4.19E+06    2.24637      Lin-Lin
 4.19E+06    2.24637      Lin-Lin
 4.2E+06     2.16132      Lin-Lin
 4.21E+06    2.04591      Lin-Lin
 4.22E+06    1.92256      Lin-Lin
 4.23E+06    1.80189      Lin-Lin
 4.235E+06   1.74292      Lin-Lin
 4.24E+06    1.68531      Lin-Lin
 4.25E+06    1.58038      Lin-Lin
 4.25E+06    1.58038      Lin-Lin
 4.26E+06    1.49337      Lin-Lin
 4.27E+06    1.44287      Lin-Lin
 4.275E+06   1.44379      Lin-Lin
 4.28E+06    1.47449      Lin-Lin
 4.28E+06    1.47449      Lin-Lin
 4.285E+06   1.54888      Lin-Lin
 4.29E+06    1.68335      Lin-Lin
 4.295E+06   1.88943      Lin-Lin
 4.3E+06     2.15992      Lin-Lin
 4.305E+06   2.45865      Lin-Lin
 4.31E+06    2.73193      Lin-Lin
 4.31E+06    2.73193      Lin-Lin
 4.315E+06   2.93628      Lin-Lin
 4.32E+06    3.05475      Lin-Lin
 4.325E+06   3.09377      Lin-Lin
 4.33E+06    3.07198      Lin-Lin
 4.335E+06   3.0105       Lin-Lin
 4.34E+06    2.92693      Lin-Lin
 4.345E+06   2.83347      Lin-Lin
 4.35E+06    2.74125      Lin-Lin
 4.355E+06   2.65071      Lin-Lin
 4.36E+06    2.56203      Lin-Lin
 4.37E+06    2.40875      Lin-Lin
 4.38E+06    2.28003      Lin-Lin
 4.38146E+06 2.26437      Lin-Lin
 4.39E+06    2.17256      Lin-Lin
 4.4E+06     2.08285      Lin-Lin
 4.405E+06   2.04545      Lin-Lin
 4.41E+06    2.00829      Lin-Lin
 4.415E+06   1.97781      Lin-Lin
 4.42E+06    1.94761      Lin-Lin
 4.425E+06   1.92426      Lin-Lin
 4.43E+06    1.9014       Lin-Lin
 4.43E+06    1.9014       Lin-Lin
 4.435E+06   1.88617      Lin-Lin
 4.4375E+06  1.87922      Lin-Lin
 4.44E+06    1.87536      Lin-Lin
 4.445E+06   1.87027      Lin-Lin
 4.45E+06    1.87103      Lin-Lin
 4.451E+06   1.87246      Lin-Lin
 4.452E+06   1.87203      Lin-Lin
 4.453E+06   1.87239      Lin-Lin
 4.454E+06   1.86908      Lin-Lin
 4.455E+06   1.8669       Lin-Lin
 4.456E+06   1.85983      Lin-Lin
 4.457E+06   1.84778      Lin-Lin
 4.458E+06   1.82879      Lin-Lin
 4.459E+06   1.80053      Lin-Lin
 4.46E+06    1.76091      Lin-Lin
 4.461E+06   1.70887      Lin-Lin
 4.462E+06   1.64465      Lin-Lin
 4.46275E+06 1.59368      Lin-Lin
 4.463E+06   1.57638      Lin-Lin
 4.46375E+06 1.52487      Lin-Lin
 4.464E+06   1.50738      Lin-Lin
 4.46475E+06 1.46157      Lin-Lin
 4.465E+06   1.44603      Lin-Lin
 4.465E+06   1.44603      Lin-Lin
 4.466E+06   1.39743      Lin-Lin
 4.467E+06   1.36319      Lin-Lin
 4.468E+06   1.34213      Lin-Lin
 4.4685E+06  1.33665      Lin-Lin
 4.469E+06   1.3313       Lin-Lin
 4.469E+06   1.3313       Lin-Lin
 4.47E+06    1.328        Lin-Lin
 4.471E+06   1.3304       Lin-Lin
 4.472E+06   1.33405      Lin-Lin
 4.473E+06   1.33888      Lin-Lin
 4.474E+06   1.34475      Lin-Lin
 4.475E+06   1.35151      Lin-Lin
 4.476E+06   1.35903      Lin-Lin
 4.477E+06   1.36385      Lin-Lin
 4.478E+06   1.3692       Lin-Lin
 4.479E+06   1.37499      Lin-Lin
 4.48E+06    1.37828      Lin-Lin
 4.481E+06   1.38189      Lin-Lin
 4.482E+06   1.38575      Lin-Lin
 4.483E+06   1.38734      Lin-Lin
 4.4845E+06  1.39007      Lin-Lin
 4.486E+06   1.39312      Lin-Lin
 4.487E+06   1.39331      Lin-Lin
 4.4895E+06  1.39422      Lin-Lin
 4.49E+06    1.39446      Lin-Lin
 4.495E+06   1.3901       Lin-Lin
 4.495E+06   1.3901       Lin-Lin
 4.5E+06     1.3809       Lin-Lin
 4.505E+06   1.36726      Lin-Lin
 4.5075E+06  1.3611       Lin-Lin
 4.51E+06    1.35518      Lin-Lin
 4.515E+06   1.34628      Lin-Lin
 4.5155E+06  1.34578      Lin-Lin
 4.516E+06   1.34648      Lin-Lin
 4.517E+06   1.35107      Lin-Lin
 4.5175E+06  1.35371      Lin-Lin
 4.518E+06   1.35864      Lin-Lin
 4.5185E+06  1.36403      Lin-Lin
 4.51875E+06 1.36754      Lin-Lin
 4.519E+06   1.37114      Lin-Lin
 4.51975E+06 1.38856      Lin-Lin
 4.52E+06    1.39449      Lin-Lin
 4.52062E+06 1.41924      Lin-Lin
 4.52088E+06 1.42921      Lin-Lin
 4.521E+06   1.43432      Lin-Lin
 4.52125E+06 1.45057      Lin-Lin
 4.52175E+06 1.48344      Lin-Lin
 4.52188E+06 1.49287      Lin-Lin
 4.522E+06   1.50256      Lin-Lin
 4.52206E+06 1.50944      Lin-Lin
 4.52262E+06 1.57309      Lin-Lin
 4.52275E+06 1.58734      Lin-Lin
 4.52294E+06 1.6119       Lin-Lin
 4.523E+06   1.62031      Lin-Lin
 4.52306E+06 1.63169      Lin-Lin
 4.52325E+06 1.6665       Lin-Lin
 4.52338E+06 1.69171      Lin-Lin
 4.52388E+06 1.79295      Lin-Lin
 4.524E+06   1.82454      Lin-Lin
 4.52406E+06 1.84064      Lin-Lin
 4.52419E+06 1.88094      Lin-Lin
 4.5245E+06  1.9825       Lin-Lin
 4.52488E+06 2.10786      Lin-Lin
 4.525E+06   2.15428      Lin-Lin
 4.52512E+06 2.20833      Lin-Lin
 4.52525E+06 2.26265      Lin-Lin
 4.52588E+06 2.54638      Lin-Lin
 4.526E+06   2.6024       Lin-Lin
 4.52619E+06 2.676        Lin-Lin
 4.52681E+06 2.91833      Lin-Lin
 4.52694E+06 2.9596       Lin-Lin
 4.527E+06   2.97305      Lin-Lin
 4.52706E+06 2.98589      Lin-Lin
 4.52709E+06 2.98862      Lin-Lin
 4.52725E+06 3.00062      Lin-Lin
 4.52725E+06 3.00062      Lin-Lin
 4.52788E+06 3.02118      Lin-Lin
 4.52788E+06 3.02118      Lin-Lin
 4.528E+06   3.01484      Lin-Lin
 4.528E+06   3.01484      Lin-Lin
 4.52812E+06 2.99275      Lin-Lin
 4.52819E+06 2.98133      Lin-Lin
 4.529E+06   2.78034      Lin-Lin
 4.529E+06   2.78034      Lin-Lin
 4.52981E+06 2.54442      Lin-Lin
 4.53E+06    2.49048      Lin-Lin
 4.53019E+06 2.44437      Lin-Lin
 4.53075E+06 2.30746      Lin-Lin
 4.53088E+06 2.27867      Lin-Lin
 4.531E+06   2.25019      Lin-Lin
 4.53119E+06 2.21585      Lin-Lin
 4.53175E+06 2.11398      Lin-Lin
 4.53188E+06 2.09278      Lin-Lin
 4.532E+06   2.07187      Lin-Lin
 4.53206E+06 2.06354      Lin-Lin
 4.5325E+06  2.00657      Lin-Lin
 4.53288E+06 1.95788      Lin-Lin
 4.533E+06   1.94178      Lin-Lin
 4.53325E+06 1.91762      Lin-Lin
 4.53375E+06 1.86965      Lin-Lin
 4.534E+06   1.84577      Lin-Lin
 4.5345E+06  1.80941      Lin-Lin
 4.535E+06   1.77324      Lin-Lin
 4.53575E+06 1.73107      Lin-Lin
 4.536E+06   1.71709      Lin-Lin
 4.537E+06   1.6726       Lin-Lin
 4.538E+06   1.63661      Lin-Lin
 4.539E+06   1.60828      Lin-Lin
 4.5395E+06  1.5943       Lin-Lin
 4.54E+06    1.58347      Lin-Lin
 4.541E+06   1.56209      Lin-Lin
 4.541E+06   1.56209      Lin-Lin
 4.542E+06   1.54271      Lin-Lin
 4.5435E+06  1.52017      Lin-Lin
 4.544E+06   1.51273      Lin-Lin
 4.545E+06   1.5013       Lin-Lin
 4.547E+06   1.47875      Lin-Lin
 4.5495E+06  1.45735      Lin-Lin
 4.55E+06    1.45314      Lin-Lin
 4.555E+06   1.42108      Lin-Lin
 4.56E+06    1.39697      Lin-Lin
 4.565E+06   1.37776      Lin-Lin
 4.565E+06   1.37776      Lin-Lin
 4.57E+06    1.36342      Lin-Lin
 4.575E+06   1.35004      Lin-Lin
 4.58E+06    1.34296      Lin-Lin
 4.58375E+06 1.34652      Lin-Lin
 4.585E+06   1.3478       Lin-Lin
 4.58575E+06 1.35162      Lin-Lin
 4.586E+06   1.35296      Lin-Lin
 4.587E+06   1.35916      Lin-Lin
 4.58725E+06 1.36103      Lin-Lin
 4.58775E+06 1.36657      Lin-Lin
 4.588E+06   1.36945      Lin-Lin
 4.5885E+06  1.37591      Lin-Lin
 4.58875E+06 1.38036      Lin-Lin
 4.589E+06   1.38497      Lin-Lin
 4.5895E+06  1.39508      Lin-Lin
 4.59E+06    1.40754      Lin-Lin
 4.5905E+06  1.42725      Lin-Lin
 4.591E+06   1.4473       Lin-Lin
 4.5915E+06  1.48307      Lin-Lin
 4.59188E+06 1.51017      Lin-Lin
 4.592E+06   1.52414      Lin-Lin
 4.59206E+06 1.53131      Lin-Lin
 4.5925E+06  1.60406      Lin-Lin
 4.59282E+06 1.66086      Lin-Lin
 4.59288E+06 1.66962      Lin-Lin
 4.593E+06   1.69673      Lin-Lin
 4.5931E+06  1.72604      Lin-Lin
 4.59315E+06 1.74076      Lin-Lin
 4.5933E+06  1.79851      Lin-Lin
 4.5934E+06  1.84493      Lin-Lin
 4.5935E+06  1.89893      Lin-Lin
 4.5936E+06  1.96212      Lin-Lin
 4.5937E+06  2.03651      Lin-Lin
 4.5938E+06  2.1245       Lin-Lin
 4.59388E+06 2.20113      Lin-Lin
 4.59395E+06 2.28833      Lin-Lin
 4.59402E+06 2.38751      Lin-Lin
 4.5941E+06  2.49994      Lin-Lin
 4.59418E+06 2.6267       Lin-Lin
 4.59425E+06 2.76813      Lin-Lin
 4.5943E+06  2.87029      Lin-Lin
 4.5944E+06  3.09049      Lin-Lin
 4.59455E+06 3.43654      Lin-Lin
 4.59462E+06 3.59726      Lin-Lin
 4.59465E+06 3.64447      Lin-Lin
 4.59468E+06 3.69153      Lin-Lin
 4.59472E+06 3.77091      Lin-Lin
 4.59478E+06 3.8319       Lin-Lin
 4.5948E+06  3.85166      Lin-Lin
 4.59482E+06 3.87124      Lin-Lin
 4.59488E+06 3.88684      Lin-Lin
 4.59492E+06 3.87794      Lin-Lin
 4.59495E+06 3.86143      Lin-Lin
 4.59498E+06 3.84476      Lin-Lin
 4.59502E+06 3.78895      Lin-Lin
