#LIBRARY    ENDF/B-VIII.0
#REACTION   O-16(N,TOT),SIG
#NUCLEUS    O-16
#MF         3
#MT         1
#E,eV        Sig,b        Interpolation
 1.68938E+06 5.20798      Lin-Lin
 1.68939E+06 5.13716      Lin-Lin
 1.6894E+06  5.05872      Lin-Lin
 1.6894E+06  5.01967      Lin-Lin
 1.6894E+06  4.94896      Lin-Lin
 1.68941E+06 4.84313      Lin-Lin
 1.68942E+06 4.79399      Lin-Lin
 1.68942E+06 4.73133      Lin-Lin
 1.68943E+06 4.61384      Lin-Lin
 1.68943E+06 4.54377      Lin-Lin
 1.68943E+06 4.49449      Lin-Lin
 1.68944E+06 4.331        Lin-Lin
 1.68945E+06 4.16762      Lin-Lin
 1.68946E+06 4.00439      Lin-Lin
 1.68947E+06 3.84695      Lin-Lin
 1.68947E+06 3.84165      Lin-Lin
 1.68948E+06 3.68889      Lin-Lin
 1.68948E+06 3.60255      Lin-Lin
 1.68949E+06 3.4713       Lin-Lin
 1.6895E+06  3.37791      Lin-Lin
 1.68951E+06 3.27255      Lin-Lin
 1.68952E+06 3.17611      Lin-Lin
 1.68952E+06 3.09471      Lin-Lin
 1.68953E+06 2.99888      Lin-Lin
 1.68954E+06 2.8904       Lin-Lin
 1.68954E+06 2.84587      Lin-Lin
 1.68956E+06 2.71592      Lin-Lin
 1.68957E+06 2.65217      Lin-Lin
 1.68958E+06 2.60678      Lin-Lin
 1.68959E+06 2.51622      Lin-Lin
 1.68961E+06 2.43598      Lin-Lin
 1.68961E+06 2.43595      Lin-Lin
 1.68962E+06 2.36248      Lin-Lin
 1.68964E+06 2.30504      Lin-Lin
 1.68966E+06 2.2597       Lin-Lin
 1.68969E+06 2.21236      Lin-Lin
 1.68972E+06 2.15786      Lin-Lin
 1.6898E+06  2.07023      Lin-Lin
 1.68983E+06 2.03669      Lin-Lin
 1.68988E+06 1.98643      Lin-Lin
 1.6899E+06  1.963        Lin-Lin
 1.68991E+06 1.95716      Lin-Lin
 1.68992E+06 1.93966      Lin-Lin
 1.68994E+06 1.92654      Lin-Lin
 1.68995E+06 1.91637      Lin-Lin
 1.68995E+06 1.91413      Lin-Lin
 1.68997E+06 1.90413      Lin-Lin
 1.68998E+06 1.89416      Lin-Lin
 1.68999E+06 1.88752      Lin-Lin
 1.69E+06    1.88089      Lin-Lin
 1.69E+06    1.87915      Lin-Lin
 1.69002E+06 1.87397      Lin-Lin
 1.69003E+06 1.8688       Lin-Lin
 1.69004E+06 1.86364      Lin-Lin
 1.69005E+06 1.86021      Lin-Lin
 1.69005E+06 1.85932      Lin-Lin
 1.69006E+06 1.85667      Lin-Lin
 1.69007E+06 1.85402      Lin-Lin
 1.69009E+06 1.85138      Lin-Lin
 1.69009E+06 1.84963      Lin-Lin
 1.6901E+06  1.84909      Lin-Lin
 1.69012E+06 1.84804      Lin-Lin
 1.69013E+06 1.84699      Lin-Lin
 1.69016E+06 1.84543      Lin-Lin
 1.69019E+06 1.84335      Lin-Lin
 1.69025E+06 1.83921      Lin-Lin
 1.69031E+06 1.83656      Lin-Lin
 1.69084E+06 1.81405      Lin-Lin
 1.69089E+06 1.81207      Lin-Lin
 1.69092E+06 1.81075      Lin-Lin
 1.69095E+06 1.80976      Lin-Lin
 1.69097E+06 1.80877      Lin-Lin
 1.69099E+06 1.80779      Lin-Lin
 1.69102E+06 1.80681      Lin-Lin
 1.69104E+06 1.80583      Lin-Lin
 1.69106E+06 1.80486      Lin-Lin
 1.69109E+06 1.80388      Lin-Lin
 1.69112E+06 1.80226      Lin-Lin
 1.69119E+06 1.79968      Lin-Lin
 1.69188E+06 1.77125      Lin-Lin
 1.69194E+06 1.76866      Lin-Lin
 1.69198E+06 1.76673      Lin-Lin
 1.692E+06   1.76608      Lin-Lin
 1.69202E+06 1.76603      Lin-Lin
 1.69206E+06 1.76587      Lin-Lin
 1.69211E+06 1.76571      Lin-Lin
 1.69225E+06 1.76524      Lin-Lin
 1.69388E+06 1.75979      Lin-Lin
 1.69394E+06 1.75958      Lin-Lin
 1.694E+06   1.75937      Lin-Lin
 1.69405E+06 1.75921      Lin-Lin
 1.69412E+06 1.75895      Lin-Lin
 1.69594E+06 1.75294      Lin-Lin
 1.696E+06   1.75273      Lin-Lin
 1.69612E+06 1.75253      Lin-Lin
 1.69775E+06 1.74996      Lin-Lin
 1.698E+06   1.74956      Lin-Lin
 1.699E+06   1.74798      Lin-Lin
 1.7E+06     1.7464       Lin-Lin
 1.70375E+06 1.74048      Lin-Lin
 1.71E+06    1.7306       Lin-Lin
 1.72E+06    1.71481      Lin-Lin
 1.74E+06    1.68324      Lin-Lin
 1.74629E+06 1.6733       Lin-Lin
 1.76E+06    1.65259      Lin-Lin
 1.774E+06   1.63143      Lin-Lin
 1.796E+06   1.58848      Lin-Lin
 1.8E+06     1.57975      Lin-Lin
 1.813E+06   1.55138      Lin-Lin
 1.814E+06   1.55037      Lin-Lin
 1.816E+06   1.55096      Lin-Lin
 1.818E+06   1.55649      Lin-Lin
 1.81994E+06 1.57096      Lin-Lin
 1.82E+06    1.57142      Lin-Lin
 1.822E+06   1.60474      Lin-Lin
 1.823E+06   1.63383      Lin-Lin
 1.824E+06   1.67675      Lin-Lin
 1.825E+06   1.74039      Lin-Lin
 1.826E+06   1.8358       Lin-Lin
 1.82675E+06 1.94229      Lin-Lin
 1.827E+06   1.98061      Lin-Lin
 1.82775E+06 2.1437       Lin-Lin
 1.828E+06   2.20237      Lin-Lin
 1.8285E+06  2.36723      Lin-Lin
 1.829E+06   2.54048      Lin-Lin
 1.8295E+06  2.78374      Lin-Lin
 1.8295E+06  2.78374      Lin-Lin
 1.83E+06    3.0367       Lin-Lin
 1.83038E+06 3.27772      Lin-Lin
 1.8315E+06  4.02238      Lin-Lin
 1.83188E+06 4.27309      Lin-Lin
 1.832E+06   4.34848      Lin-Lin
 1.83225E+06 4.44815      Lin-Lin
 1.8325E+06  4.54781      Lin-Lin
 1.833E+06   4.72909      Lin-Lin
 1.83322E+06 4.75434      Lin-Lin
 1.8333E+06  4.75493      Lin-Lin
 1.83383E+06 4.68626      Lin-Lin
 1.83394E+06 4.66719      Lin-Lin
 1.83399E+06 4.65765      Lin-Lin
 1.834E+06   4.65461      Lin-Lin
 1.83415E+06 4.60581      Lin-Lin
 1.83425E+06 4.56795      Lin-Lin
 1.835E+06   4.284        Lin-Lin
 1.836E+06   3.84418      Lin-Lin
 1.836E+06   3.84418      Lin-Lin
 1.837E+06   3.45392      Lin-Lin
 1.838E+06   3.14199      Lin-Lin
 1.839E+06   2.90082      Lin-Lin
 1.84E+06    2.71504      Lin-Lin
 1.841E+06   2.57068      Lin-Lin
 1.842E+06   2.45704      Lin-Lin
 1.843E+06   2.36631      Lin-Lin
 1.844E+06   2.29288      Lin-Lin
 1.845E+06   2.23271      Lin-Lin
 1.846E+06   2.18286      Lin-Lin
 1.8475E+06  2.12338      Lin-Lin
 1.848E+06   2.10764      Lin-Lin
 1.849E+06   2.07616      Lin-Lin
 1.851E+06   2.02884      Lin-Lin
 1.851E+06   2.02884      Lin-Lin
 1.852E+06   2.01138      Lin-Lin
 1.853E+06   1.99391      Lin-Lin
 1.856E+06   1.95802      Lin-Lin
 1.858E+06   1.94367      Lin-Lin
 1.859E+06   1.93649      Lin-Lin
 1.862E+06   1.92602      Lin-Lin
 1.864E+06   1.92435      Lin-Lin
 1.867E+06   1.92982      Lin-Lin
 1.868E+06   1.93442      Lin-Lin
 1.87E+06    1.94361      Lin-Lin
 1.873E+06   1.96856      Lin-Lin
 1.876E+06   2.00425      Lin-Lin
 1.878E+06   2.03627      Lin-Lin
 1.88E+06    2.07573      Lin-Lin
 1.882E+06   2.12382      Lin-Lin
 1.884E+06   2.18192      Lin-Lin
 1.885E+06   2.21671      Lin-Lin
 1.886E+06   2.2515       Lin-Lin
 1.888E+06   2.33395      Lin-Lin
 1.89E+06    2.43024      Lin-Lin
 1.892E+06   2.5404       Lin-Lin
 1.894E+06   2.66261      Lin-Lin
 1.898E+06   2.92067      Lin-Lin
 1.9E+06     3.03568      Lin-Lin
 1.902E+06   3.12266      Lin-Lin
 1.904E+06   3.1687       Lin-Lin
 1.906E+06   3.16687      Lin-Lin
 1.908E+06   3.11887      Lin-Lin
 1.91E+06    3.03401      Lin-Lin
 1.912E+06   2.92542      Lin-Lin
 1.917E+06   2.62848      Lin-Lin
 1.919E+06   2.51874      Lin-Lin
 1.92E+06    2.46639      Lin-Lin
 1.922E+06   2.3721       Lin-Lin
 1.924E+06   2.28859      Lin-Lin
 1.926E+06   2.21517      Lin-Lin
 1.928E+06   2.15083      Lin-Lin
 1.93E+06    2.09449      Lin-Lin
 1.933E+06   2.02325      Lin-Lin
 1.936E+06   1.96328      Lin-Lin
 1.94E+06    1.89909      Lin-Lin
 1.945E+06   1.8368       Lin-Lin
 1.95E+06    1.78811      Lin-Lin
 1.955E+06   1.74949      Lin-Lin
 1.96E+06    1.71797      Lin-Lin
 1.965E+06   1.69169      Lin-Lin
 1.975E+06   1.64993      Lin-Lin
 1.97751E+06 1.64182      Lin-Lin
 1.985E+06   1.61764      Lin-Lin
 2E+06       1.57966      Lin-Lin
 2.02E+06    1.53981      Lin-Lin
 2.05439E+06 1.48475      Lin-Lin
 2.1E+06     1.41646      Lin-Lin
 2.12E+06    1.38652      Lin-Lin
 2.15E+06    1.33471      Lin-Lin
 2.16E+06    1.31608      Lin-Lin
 2.18E+06    1.2726       Lin-Lin
 2.2E+06     1.21981      Lin-Lin
 2.21E+06    1.18855      Lin-Lin
 2.22E+06    1.15303      Lin-Lin
 2.23E+06    1.11229      Lin-Lin
 2.24E+06    1.06514      Lin-Lin
 2.25E+06    1.01016      Lin-Lin
 2.26E+06    0.94572      Lin-Lin
 2.26251E+06 0.926697     Lin-Lin
 2.27E+06    0.870051     Lin-Lin
 2.28E+06    0.781531     Lin-Lin
 2.29E+06    0.679236     Lin-Lin
 2.3E+06     0.563968     Lin-Lin
 2.32E+06    0.31588      Lin-Lin
 2.33E+06    0.206929     Lin-Lin
 2.335E+06   0.16374      Lin-Lin
 2.34E+06    0.131047     Lin-Lin
 2.345E+06   0.110533     Lin-Lin
 2.35E+06    0.103203     Lin-Lin
 2.355E+06   0.109216     Lin-Lin
 2.35939E+06 0.125577     Lin-Lin
 2.36E+06    0.127864     Lin-Lin
 2.365E+06   0.157691     Lin-Lin
 2.37E+06    0.196729     Lin-Lin
 2.38E+06    0.293353     Lin-Lin
 2.39E+06    0.400296     Lin-Lin
 2.3925E+06  0.427032     Lin-Lin
 2.4E+06     0.506034     Lin-Lin
 2.41E+06    0.602143     Lin-Lin
 2.42E+06    0.686019     Lin-Lin
 2.43E+06    0.75731      Lin-Lin
 2.43386E+06 0.780344     Lin-Lin
 2.44E+06    0.816988     Lin-Lin
 2.45E+06    0.866534     Lin-Lin
 2.46E+06    0.907507     Lin-Lin
 2.47E+06    0.941343     Lin-Lin
 2.48E+06    0.969284     Lin-Lin
 2.49E+06    0.992371     Lin-Lin
 2.5E+06     1.01146      Lin-Lin
 2.51E+06    1.02635      Lin-Lin
 2.515E+06   1.03379      Lin-Lin
 2.52E+06    1.04031      Lin-Lin
 2.53E+06    1.05016      Lin-Lin
 2.54E+06    1.06001      Lin-Lin
 2.55E+06    1.06668      Lin-Lin
 2.56E+06    1.07334      Lin-Lin
 2.57E+06    1.07734      Lin-Lin
 2.58E+06    1.08133      Lin-Lin
 2.59E+06    1.08532      Lin-Lin
 2.6E+06     1.08726      Lin-Lin
 2.62E+06    1.09114      Lin-Lin
 2.64E+06    1.0923       Lin-Lin
 2.66E+06    1.09346      Lin-Lin
 2.68E+06    1.09298      Lin-Lin
 2.68562E+06 1.09284      Lin-Lin
 2.69875E+06 1.09253      Lin-Lin
 2.7E+06     1.0925       Lin-Lin
 2.70125E+06 1.09247      Lin-Lin
 2.71875E+06 1.09205      Lin-Lin
 2.72E+06    1.09202      Lin-Lin
 2.72188E+06 1.09198      Lin-Lin
 2.73875E+06 1.09157      Lin-Lin
 2.74E+06    1.09154      Lin-Lin
 2.7425E+06  1.09148      Lin-Lin
 2.75875E+06 1.0911       Lin-Lin
 2.76E+06    1.09107      Lin-Lin
 2.76625E+06 1.09142      Lin-Lin
 2.78E+06    1.09221      Lin-Lin
 2.79875E+06 1.09328      Lin-Lin
 2.8E+06     1.09335      Lin-Lin
 2.81975E+06 1.09447      Lin-Lin
 2.82E+06    1.09449      Lin-Lin
 2.84E+06    1.09943      Lin-Lin
 2.85E+06    1.1019       Lin-Lin
 2.86E+06    1.10544      Lin-Lin
 2.88E+06    1.12708      Lin-Lin
 2.883E+06   1.13954      Lin-Lin
 2.8845E+06  1.15201      Lin-Lin
 2.885E+06   1.15764      Lin-Lin
 2.886E+06   1.17575      Lin-Lin
 2.88688E+06 1.20619      Lin-Lin
 2.887E+06   1.21291      Lin-Lin
 2.88725E+06 1.23614      Lin-Lin
 2.88781E+06 1.29478      Lin-Lin
 2.88791E+06 1.30869      Lin-Lin
 2.88797E+06 1.32442      Lin-Lin
 2.88802E+06 1.3458       Lin-Lin
 2.8881E+06  1.38498      Lin-Lin
 2.8882E+06  1.44831      Lin-Lin
 2.8886E+06  1.71767      Lin-Lin
 2.88868E+06 1.7748       Lin-Lin
 2.88872E+06 1.82301      Lin-Lin
 2.88876E+06 1.86963      Lin-Lin
 2.8888E+06  1.92908      Lin-Lin
 2.88884E+06 2.00423      Lin-Lin
 2.88888E+06 2.09623      Lin-Lin
 2.8889E+06  2.16645      Lin-Lin
 2.88895E+06 2.32292      Lin-Lin
 2.88901E+06 2.52295      Lin-Lin
 2.88904E+06 2.59234      Lin-Lin
 2.88905E+06 2.62043      Lin-Lin
 2.88906E+06 2.64856      Lin-Lin
 2.88909E+06 2.68667      Lin-Lin
 2.88911E+06 2.70066      Lin-Lin
 2.88911E+06 2.70223      Lin-Lin
 2.88913E+06 2.69699      Lin-Lin
 2.88915E+06 2.67627      Lin-Lin
 2.88917E+06 2.63974      Lin-Lin
 2.88919E+06 2.58786      Lin-Lin
 2.88921E+06 2.52163      Lin-Lin
 2.88922E+06 2.44273      Lin-Lin
 2.88925E+06 2.32152      Lin-Lin
 2.88929E+06 2.11765      Lin-Lin
 2.8893E+06  2.04773      Lin-Lin
 2.88934E+06 1.83778      Lin-Lin
 2.88936E+06 1.70652      Lin-Lin
 2.88939E+06 1.58613      Lin-Lin
 2.88941E+06 1.50429      Lin-Lin
 2.88942E+06 1.43026      Lin-Lin
 2.88944E+06 1.3641       Lin-Lin
 2.88946E+06 1.30571      Lin-Lin
 2.88948E+06 1.25469      Lin-Lin
 2.8895E+06  1.2106       Lin-Lin
 2.88952E+06 1.1728       Lin-Lin
 2.88954E+06 1.14073      Lin-Lin
 2.88956E+06 1.10577      Lin-Lin
 2.88959E+06 1.07842      Lin-Lin
 2.88961E+06 1.0573       Lin-Lin
 2.88964E+06 1.04118      Lin-Lin
 2.88968E+06 1.02399      Lin-Lin
 2.88972E+06 1.00944      Lin-Lin
 2.8898E+06  0.995924     Lin-Lin
 2.8899E+06  0.98289      Lin-Lin
 2.89E+06    0.974619     Lin-Lin
 2.89006E+06 0.972955     Lin-Lin
 2.89019E+06 0.975433     Lin-Lin
 2.891E+06   1.00702      Lin-Lin
 2.892E+06   1.04591      Lin-Lin
 2.892E+06   1.04591      Lin-Lin
 2.894E+06   1.07147      Lin-Lin
 2.896E+06   1.08323      Lin-Lin
 2.897E+06   1.08621      Lin-Lin
 2.9E+06     1.09514      Lin-Lin
 2.905E+06   1.10321      Lin-Lin
 2.91E+06    1.10795      Lin-Lin
 2.915E+06   1.11268      Lin-Lin
 2.92E+06    1.11741      Lin-Lin
 2.925E+06   1.12214      Lin-Lin
 2.93E+06    1.12688      Lin-Lin
 2.935E+06   1.13161      Lin-Lin
 2.94E+06    1.13634      Lin-Lin
 2.945E+06   1.14107      Lin-Lin
 2.95E+06    1.1458       Lin-Lin
 2.955E+06   1.15054      Lin-Lin
 2.96E+06    1.15681      Lin-Lin
 2.965E+06   1.16309      Lin-Lin
 2.97E+06    1.16937      Lin-Lin
 2.975E+06   1.17565      Lin-Lin
 2.98E+06    1.18411      Lin-Lin
 2.985E+06   1.19258      Lin-Lin
 2.99E+06    1.20105      Lin-Lin
 2.995E+06   1.21264      Lin-Lin
 3E+06       1.22993      Lin-Lin
 3.0015E+06  1.2399       Lin-Lin
 3.0025E+06  1.24656      Lin-Lin
 3.003E+06   1.25254      Lin-Lin
 3.0035E+06  1.25852      Lin-Lin
 3.004E+06   1.26632      Lin-Lin
 3.00475E+06 1.28669      Lin-Lin
 3.005E+06   1.29572      Lin-Lin
 3.00562E+06 1.34437      Lin-Lin
 3.00591E+06 1.36914      Lin-Lin
 3.00594E+06 1.37389      Lin-Lin
 3.006E+06   1.3834       Lin-Lin
 3.00606E+06 1.39779      Lin-Lin
 3.00609E+06 1.40499      Lin-Lin
 3.00631E+06 1.46934      Lin-Lin
 3.00641E+06 1.5007       Lin-Lin
 3.00644E+06 1.5137       Lin-Lin
 3.00647E+06 1.52671      Lin-Lin
 3.00652E+06 1.55692      Lin-Lin
 3.00655E+06 1.57415      Lin-Lin
 3.00658E+06 1.59139      Lin-Lin
 3.00662E+06 1.63487      Lin-Lin
 3.00668E+06 1.68949      Lin-Lin
 3.0067E+06  1.72281      Lin-Lin
 3.00671E+06 1.73949      Lin-Lin
 3.00675E+06 1.79893      Lin-Lin
 3.00678E+06 1.84608      Lin-Lin
 3.00679E+06 1.86966      Lin-Lin
 3.00682E+06 1.95338      Lin-Lin
 3.00685E+06 2.01864      Lin-Lin
 3.00686E+06 2.05129      Lin-Lin
 3.00689E+06 2.12582      Lin-Lin
 3.0069E+06  2.16306      Lin-Lin
 3.00691E+06 2.20442      Lin-Lin
 3.00694E+06 2.28708      Lin-Lin
 3.00695E+06 2.32838      Lin-Lin
 3.00696E+06 2.37024      Lin-Lin
 3.00698E+06 2.433        Lin-Lin
 3.007E+06   2.49569      Lin-Lin
 3.007E+06   2.49571      Lin-Lin
 3.00702E+06 2.55231      Lin-Lin
 3.00702E+06 2.57114      Lin-Lin
 3.00704E+06 2.60307      Lin-Lin
 3.00705E+06 2.63497      Lin-Lin
 3.00706E+06 2.64686      Lin-Lin
 3.00708E+06 2.68246      Lin-Lin
 3.00708E+06 2.68246      Lin-Lin
 3.00709E+06 2.70468      Lin-Lin
 3.0071E+06  2.70769      Lin-Lin
 3.00711E+06 2.71371      Lin-Lin
 3.00713E+06 2.70845      Lin-Lin
 3.00713E+06 2.70845      Lin-Lin
 3.00715E+06 2.68833      Lin-Lin
 3.00717E+06 2.65333      Lin-Lin
 3.00717E+06 2.65333      Lin-Lin
 3.00719E+06 2.60411      Lin-Lin
 3.00719E+06 2.6041       Lin-Lin
 3.0072E+06  2.56396      Lin-Lin
 3.0072E+06  2.56394      Lin-Lin
 3.00721E+06 2.51603      Lin-Lin
 3.00722E+06 2.46813      Lin-Lin
 3.00722E+06 2.46812      Lin-Lin
 3.00724E+06 2.41202      Lin-Lin
 3.00725E+06 2.35595      Lin-Lin
 3.00725E+06 2.35594      Lin-Lin
 3.00726E+06 2.30928      Lin-Lin
 3.00727E+06 2.26268      Lin-Lin
 3.00728E+06 2.21605      Lin-Lin
 3.00729E+06 2.16947      Lin-Lin
 3.0073E+06  2.12218      Lin-Lin
 3.00731E+06 2.0749       Lin-Lin
 3.00732E+06 2.02759      Lin-Lin
 3.00732E+06 1.98035      Lin-Lin
 3.00733E+06 1.93301      Lin-Lin
 3.00734E+06 1.9173       Lin-Lin
 3.00734E+06 1.88812      Lin-Lin
 3.00735E+06 1.84436      Lin-Lin
 3.00736E+06 1.82979      Lin-Lin
 3.00736E+06 1.80064      Lin-Lin
 3.00737E+06 1.77414      Lin-Lin
 3.00738E+06 1.7212       Lin-Lin
 3.00739E+06 1.69476      Lin-Lin
 3.00739E+06 1.67142      Lin-Lin
 3.00741E+06 1.62476      Lin-Lin
 3.00741E+06 1.60146      Lin-Lin
 3.00742E+06 1.56062      Lin-Lin
 3.00743E+06 1.5402       Lin-Lin
 3.00744E+06 1.50436      Lin-Lin
 3.00745E+06 1.48647      Lin-Lin
 3.00747E+06 1.43988      Lin-Lin
 3.00748E+06 1.42662      Lin-Lin
 3.00749E+06 1.40009      Lin-Lin
 3.00751E+06 1.3639       Lin-Lin
 3.00753E+06 1.33003      Lin-Lin
 3.00755E+06 1.30328      Lin-Lin
 3.00756E+06 1.29628      Lin-Lin
 3.00758E+06 1.28227      Lin-Lin
 3.00761E+06 1.261        Lin-Lin
 3.00766E+06 1.2384       Lin-Lin
 3.00775E+06 1.2072       Lin-Lin
 3.00784E+06 1.18173      Lin-Lin
 3.00791E+06 1.16475      Lin-Lin
 3.00795E+06 1.15601      Lin-Lin
 3.008E+06   1.14728      Lin-Lin
 3.00805E+06 1.14314      Lin-Lin
 3.00807E+06 1.14108      Lin-Lin
 3.00809E+06 1.14059      Lin-Lin
 3.00812E+06 1.13995      Lin-Lin
 3.00814E+06 1.13963      Lin-Lin
 3.00825E+06 1.1422       Lin-Lin
 3.00988E+06 1.18037      Lin-Lin
 3.01E+06    1.18331      Lin-Lin
 3.01006E+06 1.18478      Lin-Lin
 3.01016E+06 1.18528      Lin-Lin
 3.02E+06    1.23796      Lin-Lin
 3.03E+06    1.26668      Lin-Lin
 3.04E+06    1.29541      Lin-Lin
 3.045E+06   1.30977      Lin-Lin
 3.05E+06    1.32621      Lin-Lin
 3.06E+06    1.35908      Lin-Lin
 3.07E+06    1.3969       Lin-Lin
 3.08E+06    1.4391       Lin-Lin
 3.09E+06    1.4862       Lin-Lin
 3.1E+06     1.53869      Lin-Lin
 3.11E+06    1.59708      Lin-Lin
 3.12E+06    1.66182      Lin-Lin
 3.13E+06    1.73335      Lin-Lin
 3.14E+06    1.81195      Lin-Lin
 3.15E+06    1.89782      Lin-Lin
 3.16E+06    1.99092      Lin-Lin
 3.17E+06    2.09104      Lin-Lin
 3.18E+06    2.19785      Lin-Lin
 3.19E+06    2.31161      Lin-Lin
 3.2E+06     2.44147      Lin-Lin
 3.201E+06   2.45445      Lin-Lin
 3.2015E+06  2.46389      Lin-Lin
 3.203E+06   2.49219      Lin-Lin
 3.204E+06   2.51106      Lin-Lin
 3.2045E+06  2.52049      Lin-Lin
 3.205E+06   2.53487      Lin-Lin
 3.206E+06   2.56363      Lin-Lin
 3.20675E+06 2.59608      Lin-Lin
 3.207E+06   2.60689      Lin-Lin
 3.20762E+06 2.65024      Lin-Lin
 3.20794E+06 2.67192      Lin-Lin
 3.208E+06   2.67626      Lin-Lin
 3.20806E+06 2.68413      Lin-Lin
 3.20862E+06 2.75496      Lin-Lin
 3.20875E+06 2.7707       Lin-Lin
 3.20888E+06 2.78901      Lin-Lin
 3.209E+06   2.80732      Lin-Lin
 3.20912E+06 2.83578      Lin-Lin
 3.20938E+06 2.89268      Lin-Lin
 3.20947E+06 2.9191       Lin-Lin
 3.2095E+06  2.92791      Lin-Lin
 3.20956E+06 2.95112      Lin-Lin
 3.20969E+06 2.99754      Lin-Lin
 3.20975E+06 3.02075      Lin-Lin
 3.20988E+06 3.07383      Lin-Lin
 3.20994E+06 3.10038      Lin-Lin
 3.20997E+06 3.11781      Lin-Lin
 3.21003E+06 3.15268      Lin-Lin
 3.21006E+06 3.17011      Lin-Lin
 3.21012E+06 3.21392      Lin-Lin
 3.21031E+06 3.34533      Lin-Lin
 3.21041E+06 3.41985      Lin-Lin
 3.21044E+06 3.44469      Lin-Lin
 3.21047E+06 3.47569      Lin-Lin
 3.21053E+06 3.53769      Lin-Lin
 3.21059E+06 3.61253      Lin-Lin
 3.21062E+06 3.64994      Lin-Lin
 3.21072E+06 3.77524      Lin-Lin
 3.21088E+06 3.98404      Lin-Lin
 3.21097E+06 4.12322      Lin-Lin
 3.211E+06   4.1696       Lin-Lin
 3.21103E+06 4.22313      Lin-Lin
 3.21112E+06 4.38369      Lin-Lin
 3.21131E+06 4.72303      Lin-Lin
 3.21138E+06 4.83613      Lin-Lin
 3.21141E+06 4.88404      Lin-Lin
 3.21144E+06 4.93194      Lin-Lin
 3.21147E+06 4.9686       Lin-Lin
 3.2115E+06  5.00525      Lin-Lin
 3.21152E+06 5.01687      Lin-Lin
 3.21156E+06 5.05168      Lin-Lin
 3.21162E+06 5.07561      Lin-Lin
 3.21175E+06 5.08743      Lin-Lin
 3.21181E+06 5.09333      Lin-Lin
 3.21184E+06 5.08965      Lin-Lin
 3.21188E+06 5.08598      Lin-Lin
 3.21191E+06 5.08229      Lin-Lin
 3.21194E+06 5.06748      Lin-Lin
 3.21197E+06 5.05267      Lin-Lin
 3.21198E+06 5.03828      Lin-Lin
 3.21203E+06 4.99511      Lin-Lin
 3.21206E+06 4.95236      Lin-Lin
 3.21209E+06 4.90961      Lin-Lin
 3.21212E+06 4.85576      Lin-Lin
 3.21219E+06 4.74804      Lin-Lin
 3.21222E+06 4.69006      Lin-Lin
 3.21241E+06 4.3422       Lin-Lin
 3.21244E+06 4.28423      Lin-Lin
 3.2125E+06  4.18154      Lin-Lin
 3.21256E+06 4.07884      Lin-Lin
 3.21259E+06 4.03411      Lin-Lin
 3.21275E+06 3.81051      Lin-Lin
 3.21278E+06 3.76839      Lin-Lin
 3.21291E+06 3.59997      Lin-Lin
 3.21297E+06 3.527        Lin-Lin
 3.213E+06   3.49053      Lin-Lin
 3.21303E+06 3.46128      Lin-Lin
 3.21309E+06 3.4028       Lin-Lin
 3.21319E+06 3.33309      Lin-Lin
 3.21331E+06 3.24015      Lin-Lin
 3.21338E+06 3.19803      Lin-Lin
 3.21344E+06 3.15591      Lin-Lin
 3.21347E+06 3.13891      Lin-Lin
 3.21353E+06 3.10491      Lin-Lin
 3.21356E+06 3.08791      Lin-Lin
 3.21362E+06 3.0633       Lin-Lin
 3.21381E+06 2.98947      Lin-Lin
 3.21394E+06 2.94838      Lin-Lin
 3.214E+06   2.92785      Lin-Lin
 3.21403E+06 2.92137      Lin-Lin
 3.21412E+06 2.90195      Lin-Lin
 3.21419E+06 2.88901      Lin-Lin
 3.21475E+06 2.79669      Lin-Lin
 3.21481E+06 2.78749      Lin-Lin
 3.21494E+06 2.7691       Lin-Lin
 3.215E+06   2.7599       Lin-Lin
 3.21512E+06 2.75128      Lin-Lin
 3.2155E+06  2.72542      Lin-Lin
 3.21588E+06 2.70402      Lin-Lin
 3.216E+06   2.69689      Lin-Lin
 3.21606E+06 2.69583      Lin-Lin
 3.2175E+06  2.67148      Lin-Lin
 3.218E+06   2.66301      Lin-Lin
 3.22E+06    2.66663      Lin-Lin
 3.22025E+06 2.66708      Lin-Lin
 3.23E+06    2.75474      Lin-Lin
 3.23E+06    2.75474      Lin-Lin
 3.24E+06    2.85284      Lin-Lin
 3.245E+06   2.90189      Lin-Lin
 3.25375E+06 2.97871      Lin-Lin
 3.255E+06   2.98968      Lin-Lin
 3.26E+06    3.03083      Lin-Lin
 3.27E+06    3.10065      Lin-Lin
 3.28E+06    3.15707      Lin-Lin
 3.29E+06    3.19998      Lin-Lin
 3.295E+06   3.21499      Lin-Lin
 3.3E+06     3.22999      Lin-Lin
 3.305E+06   3.23911      Lin-Lin
 3.31E+06    3.24823      Lin-Lin
 3.315E+06   3.25223      Lin-Lin
 3.32E+06    3.25623      Lin-Lin
 3.325E+06   3.25443      Lin-Lin
 3.335E+06   3.25082      Lin-Lin
 3.34E+06    3.24591      Lin-Lin
 3.35E+06    3.23608      Lin-Lin
 3.36E+06    3.21895      Lin-Lin
 3.41E+06    3.13327      Lin-Lin
 3.42E+06    3.11614      Lin-Lin
 3.426E+06   3.10589      Lin-Lin
 3.43E+06    3.10097      Lin-Lin
 3.432E+06   3.09854      Lin-Lin
 3.43388E+06 3.1012       Lin-Lin
