0.00112202	5.65205e-08
0.00141254	8.95445e-08
0.00177828	1.47187e-07
0.00223872	2.30459e-07
0.00281838	3.8011e-07
0.00354813	5.92553e-07
0.00446684	9.19104e-07
0.00562341	1.46833e-06
0.00707946	2.2333e-06
0.00891251	3.35031e-06
0.0112202	5.21183e-06
0.0141254	7.62748e-06
0.0177828	1.08572e-05
0.0223872	1.54966e-05
0.0281838	2.0526e-05
0.0354813	2.49195e-05
0.0446684	2.93941e-05
0.0562341	3.0817e-05
0.0707946	2.91312e-05
0.0891251	2.52317e-05
0.112202	1.81118e-05
0.141254	1.13385e-05
0.177828	7.71101e-06
0.223872	5.97262e-06
0.281838	5.31351e-06
0.354813	4.73776e-06
0.446684	4.77837e-06
0.562341	5.245e-06
0.707946	5.05604e-06
0.891251	4.79256e-06
1.12202	4.55142e-06
1.41254	4.62191e-06
1.77828	4.67785e-06
2.23872	4.6751e-06
2.81838	4.99019e-06
3.54813	4.97188e-06
4.46684	5.08038e-06
5.62341	5.15117e-06
7.07946	5.05775e-06
8.91251	5.15954e-06
11.2202	5.2084e-06
14.1254	5.21749e-06
17.7828	5.42978e-06
22.3872	5.50262e-06
28.1838	5.68084e-06
35.4813	5.6131e-06
44.6684	5.67206e-06
56.2341	5.69926e-06
70.7946	5.99306e-06
89.1251	5.90091e-06
112.202	5.83954e-06
141.254	5.92106e-06
177.828	5.96909e-06
223.872	6.14932e-06
281.838	6.27577e-06
354.813	6.31337e-06
446.684	6.38791e-06
562.341	6.34997e-06
707.946	6.35208e-06
891.251	6.50874e-06
1122.02	6.7948e-06
1412.54	6.74523e-06
1778.28	6.76617e-06
2238.72	6.76332e-06
2818.38	6.74758e-06
3548.13	6.90441e-06
4466.84	6.74283e-06
5623.41	6.92555e-06
7079.46	7.4236e-06
8912.51	7.61341e-06
11220.2	7.70971e-06
14125.4	7.83534e-06
17782.8	7.9755e-06
22387.2	8.28304e-06
28183.8	9.51327e-06
35481.3	9.6976e-06
44668.4	1.04156e-05
56234.1	1.13332e-05
70794.6	1.23592e-05
89125.1	1.32847e-05
112202	1.50973e-05
141254	1.70279e-05
177828	1.84709e-05
223872	2.17997e-05
281838	2.47679e-05
354813	2.72066e-05
446684	2.88583e-05
562341	3.67735e-05
707946	4.88052e-05
891251	4.67424e-05
1.12202e+06	5.57462e-05
1.41254e+06	7.08146e-05
1.77828e+06	6.80939e-05
2.23872e+06	6.67411e-05
2.81838e+06	7.49692e-05
3.54813e+06	7.02629e-05
4.46684e+06	5.4206e-05
5.62341e+06	2.20638e-05
7.07946e+06	3.12253e-05
8.91251e+06	2.57595e-05
1.12202e+07	0
1.41254e+07	0
1.77828e+07	0
2.23872e+07	0
2.81838e+07	0
3.54813e+07	0
4.46684e+07	0
5.62341e+07	0
7.07946e+07	0
8.91251e+07	0
